#Annotated with Bakta v1.11.4, https://github.com/oschwengers/bakta
#Database v6.0, https://doi.org/10.5281/zenodo.4247252
#Sequence Id	Start	Stop	Strand	Locus Tag	Mol Weight [kDa]	Iso El. Point	Pfam hits	Dbxrefs
contig_1	1277086	1277823	-	EPJJIE_002791	26.8	7.6	PF00933.27|Glyco_hydro_3, PF01915.27|Glyco_hydro_3_C	PFAM:PF00933.27, PFAM:PF01915.27
contig_1	1278031	1278534	-	EPJJIE_002792	18.9	5.7	PF00933.27|Glyco_hydro_3	PFAM:PF00933.27
contig_1	1278554	1278673	-	EPJJIE_002793	4.4	10.2		
contig_1	1278670	1278837	-	EPJJIE_002794	6.2	4.4		
contig_1	1278852	1279238	-	EPJJIE_002795	14.4	5.2		
contig_1	1279350	1280024	-	EPJJIE_002796	25.5	5.4		
contig_1	1280119	1280415	-	EPJJIE_002797	11.2	8.7		
contig_1	1280427	1281116	-	EPJJIE_002798	27.0	5.9	PF02156.21|Glyco_hydro_26	PFAM:PF02156.21
contig_1	1281202	1281516	-	EPJJIE_002799	11.8	4.6		
contig_1	1281631	1282833	-	EPJJIE_002800	44.2	8.8	PF18099.7|CBM_35_2	PFAM:PF18099.7
contig_1	1283243	1283548	-	EPJJIE_002801	11.4	4.5		
contig_1	1283593	1283994	-	EPJJIE_002802	15.9	9.0		
contig_1	1283939	1284088	-	EPJJIE_002803	5.3	5.5		
contig_1	1284176	1284409	-	EPJJIE_002804	8.6	6.2		
contig_1	1284421	1284699	-	EPJJIE_002805	10.9	7.9		
contig_1	1284738	1285100	-	EPJJIE_002806	14.0	6.8		
contig_1	1285097	1285687	-	EPJJIE_002807	22.1	5.9		
contig_1	1285626	1285751	-	EPJJIE_002808	4.9	10.6		
contig_1	1285751	1286098	-	EPJJIE_002809	12.9	7.7		
contig_1	1286328	1286660	-	EPJJIE_002810	12.7	4.4	PF18329.7|SGBP_B_XBD	PFAM:PF18329.7
contig_1	1286657	1287262	-	EPJJIE_002811	21.7	4.6	PF01833.30|TIG	PFAM:PF01833.30
contig_1	1287244	1287474	-	EPJJIE_002812	8.8	8.5		
contig_1	1287468	1287818	-	EPJJIE_002813	13.5	4.9	PF07980.17|SusD_RagB	PFAM:PF07980.17
contig_1	1287818	1288234	-	EPJJIE_002814	16.1	5.6		
contig_1	1288532	1289101	-	EPJJIE_002815	20.8	5.3	PF14322.12|SusD-like_3	PFAM:PF14322.12
contig_1	1289155	1289421	-	EPJJIE_002816	10.0	7.8		
contig_1	1289625	1289729	-	EPJJIE_002817	3.6	4.4		
contig_1	1289777	1290145	-	EPJJIE_002818	13.8	9.0	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1290159	1290581	-	EPJJIE_002819	15.4	10.0		
contig_1	1290619	1290813	-	EPJJIE_002820	7.4	9.0		
contig_1	1290825	1291025	-	EPJJIE_002821	7.5	4.7		
contig_1	1291093	1291290	-	EPJJIE_002822	7.5	10.0		
contig_1	1291229	1291690	-	EPJJIE_002823	16.9	4.8	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1291687	1292067	-	EPJJIE_002824	13.5	4.9	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1292034	1292351	-	EPJJIE_002825	11.2	9.7	PF13620.12|CarboxypepD_reg, PF13715.12|CarbopepD_reg_2	PFAM:PF13620.12, PFAM:PF13715.12
contig_1	1292665	1292826	-	EPJJIE_002826	6.2	10.3		
contig_1	1292954	1293406	-	EPJJIE_002827	17.0	5.5	PF01915.27|Glyco_hydro_3_C	PFAM:PF01915.27
contig_1	1293523	1293642	-	EPJJIE_002828	4.1	9.2		
contig_1	1293650	1293778	-	EPJJIE_002829	4.8	8.0		
contig_1	1293793	1294275	-	EPJJIE_002830	17.5	5.6	PF00933.27|Glyco_hydro_3	PFAM:PF00933.27
contig_1	1294313	1294774	-	EPJJIE_002831	16.8	8.9		
contig_1	1294977	1295462	+	EPJJIE_002832	18.3	8.9	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	1295401	1295808	+	EPJJIE_002833	15.7	7.8	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	1295819	1296013	+	EPJJIE_002834	6.8	4.5	PF00248.27|Aldo_ket_red	PFAM:PF00248.27
contig_1	1296145	1296276	-	EPJJIE_002835	5.1	5.2		
contig_1	1296332	1297093	-	EPJJIE_002836	29.8	5.2		
contig_1	1297099	1297431	-	EPJJIE_002837	12.9	4.8		
contig_1	1297392	1297631	-	EPJJIE_002838	9.2	10.0		
contig_1	1297893	1298372	-	EPJJIE_002840	17.1	9.1	PF00216.26|Bac_DNA_binding, PF18291.6|HU-HIG	PFAM:PF00216.26, PFAM:PF18291.6
contig_1	1298784	1299134	-	EPJJIE_002841	13.3	6.6		
contig_1	1299131	1299391	-	EPJJIE_002842	9.4	10.5		
contig_1	1299394	1299723	-	EPJJIE_002843	12.7	9.6		
contig_1	1299805	1300005	-	EPJJIE_002844	7.5	4.1		
contig_1	1299983	1300258	-	EPJJIE_002845	10.8	9.0		
contig_1	1300572	1300799	-	EPJJIE_002846	8.5	9.6		
contig_1	1300885	1301334	-	EPJJIE_002847	16.4	6.3	PF04321.23|RmlD_sub_bind, PF16363.11|GDP_Man_Dehyd	PFAM:PF04321.23, PFAM:PF16363.11
contig_1	1301341	1302006	-	EPJJIE_002848	24.7	4.8	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	1302232	1302564	-	EPJJIE_002849	12.6	9.4		
contig_1	1302632	1302757	-	EPJJIE_002850	4.5	4.1		
contig_1	1302745	1302927	-	EPJJIE_002851	6.9	6.1		
contig_1	1302976	1303530	-	EPJJIE_002852	20.6	5.8		
contig_1	1303539	1303745	-	EPJJIE_002853	8.0	5.1		
contig_1	1303745	1303942	-	EPJJIE_002854	7.5	4.1	PF14667.12|Polysacc_synt_C	PFAM:PF14667.12
contig_1	1304124	1304495	-	EPJJIE_002855	13.9	5.4		
contig_1	1304669	1304902	-	EPJJIE_002856	8.6	5.6		
contig_1	1304947	1305612	-	EPJJIE_002857	24.8	5.7		
contig_1	1305675	1305839	-	EPJJIE_002858	6.2	8.9		
contig_1	1306187	1306342	-	EPJJIE_002859	5.6	5.7		
contig_1	1306342	1306494	-	EPJJIE_002860	5.8	8.0		
contig_1	1306461	1306712	-	EPJJIE_002861	9.8	6.8		
contig_1	1306790	1306996	-	EPJJIE_002862	8.2	5.5		
contig_1	1307013	1307519	-	EPJJIE_002863	19.6	8.5	PF13692.12|Glyco_trans_1_4	PFAM:PF13692.12
contig_1	1307525	1307977	-	EPJJIE_002864	17.6	9.2		
contig_1	1308018	1308209	-	EPJJIE_002865	7.4	10.1		
contig_1	1308237	1308617	-	EPJJIE_002866	14.8	9.5		
contig_1	1309034	1309168	-	EPJJIE_002867	4.9	4.1		
contig_1	1309380	1309529	-	EPJJIE_002868	5.8	9.6		
contig_1	1309602	1309850	-	EPJJIE_002869	9.6	8.6		
contig_1	1309865	1310095	-	EPJJIE_002870	8.9	5.8		
contig_1	1310101	1310439	-	EPJJIE_002871	13.4	4.5		
contig_1	1310474	1310641	-	EPJJIE_002872	6.4	8.8		
contig_1	1310681	1310893	-	EPJJIE_002873	8.4	9.4		
contig_1	1310900	1311316	-	EPJJIE_002874	15.7	4.6	PF00535.33|Glycos_transf_2, PF13641.12|Glyco_tranf_2_3	PFAM:PF00535.33, PFAM:PF13641.12
contig_1	1311516	1311767	-	EPJJIE_002875	9.6	9.4		
contig_1	1311802	1311987	-	EPJJIE_002876	7.3	4.3		
contig_1	1312118	1312207	-	EPJJIE_002877	3.4	5.2		
contig_1	1312222	1312389	-	EPJJIE_002878	6.2	5.9		
contig_1	1312707	1312883	-	EPJJIE_002879	6.6	4.5		
contig_1	1312945	1313139	-	EPJJIE_002880	7.2	5.6	PF00465.25|Fe-ADH	PFAM:PF00465.25
contig_1	1313244	1313381	-	EPJJIE_002881	5.5	6.5		
contig_1	1313445	1313636	-	EPJJIE_002882	6.6	6.5	PF02775.26|TPP_enzyme_C	PFAM:PF02775.26
contig_1	1313645	1313827	-	EPJJIE_002883	6.5	5.4	PF02775.26|TPP_enzyme_C	PFAM:PF02775.26
contig_1	1313970	1314332	-	EPJJIE_002884	13.7	8.0		
contig_1	1316137	1316682	-	EPJJIE_002885	21.1	9.4		
contig_1	1316705	1316992	-	EPJJIE_002886	11.5	9.5		
contig_1	1317232	1317465	-	EPJJIE_002887	8.6	9.6		
contig_1	1317516	1317884	-	EPJJIE_002888	14.5	5.9	PF01041.23|DegT_DnrJ_EryC1	PFAM:PF01041.23
contig_1	1317899	1318201	-	EPJJIE_002889	11.1	5.8	PF01041.23|DegT_DnrJ_EryC1	PFAM:PF01041.23
contig_1	1318194	1318619	-	EPJJIE_002890	15.4	5.0	PF01041.23|DegT_DnrJ_EryC1	PFAM:PF01041.23
contig_1	1318863	1319048	-	EPJJIE_002891	7.1	4.4	PF05523.17|FdtA	PFAM:PF05523.17
contig_1	1319062	1319256	-	EPJJIE_002892	7.8	4.8	PF05523.17|FdtA	PFAM:PF05523.17
contig_1	1319213	1319464	-	EPJJIE_002893	9.5	6.6	PF05523.17|FdtA	PFAM:PF05523.17
contig_1	1319465	1319596	-	EPJJIE_002894	5.1	9.3		
contig_1	1319584	1319766	-	EPJJIE_002895	7.0	7.9		
contig_1	1320518	1320883	-	EPJJIE_002897	13.7	4.2		
contig_1	1320880	1321005	-	EPJJIE_002898	4.5	4.2		
contig_1	1321436	1321561	-	EPJJIE_002899	4.9	6.2		
contig_1	1322317	1322523	-	EPJJIE_002900	7.9	7.7		
contig_1	1322707	1322985	+	EPJJIE_002901	10.8	7.9		
contig_1	1323142	1323387	+	EPJJIE_002902	9.5	5.5	PF14297.12|Lin1244_N	PFAM:PF14297.12
contig_1	1323410	1323577	+	EPJJIE_002903	6.1	9.7		
contig_1	1323750	1323956	+	EPJJIE_002904	7.6	10.1		
contig_1	1325219	1325398	-	EPJJIE_002906	7.0	7.7		
contig_1	1325355	1325576	-	EPJJIE_002907	8.5	9.6		
contig_1	1325652	1326347	-	EPJJIE_002908	25.7	9.6	PF00924.24|MS_channel_2nd	PFAM:PF00924.24
contig_1	1326289	1326444	-	EPJJIE_002909	5.7	4.6		
contig_1	1326416	1326670	-	EPJJIE_002910	10.2	7.8		
contig_1	1326658	1327035	-	EPJJIE_002911	15.1	9.5	PF14491.11|DUF4435	PFAM:PF14491.11
contig_1	1327005	1327259	-	EPJJIE_002912	9.6	9.1	PF14491.11|DUF4435	PFAM:PF14491.11
contig_1	1327316	1327432	-	EPJJIE_002913	4.3	9.8		
contig_1	1327454	1327687	-	EPJJIE_002914	8.7	4.5	PF13175.12|AAA_15, PF13304.12|AAA_21	PFAM:PF13175.12, PFAM:PF13304.12
contig_1	1327763	1328083	-	EPJJIE_002915	12.6	7.9		
contig_1	1328070	1328300	-	EPJJIE_002916	8.7	8.1		
contig_1	1329402	1329635	-	EPJJIE_002918	9.4	5.8		
contig_1	1329661	1330173	-	EPJJIE_002919	18.2	8.7	PF03308.22|MeaB	PFAM:PF03308.22
contig_1	1330136	1330375	-	EPJJIE_002920	8.5	6.1	PF03308.22|MeaB	PFAM:PF03308.22
contig_1	1330555	1330776	-	EPJJIE_002921	8.2	9.8	PF22544.2|HYDIN_VesB_CFA65-like_Ig	PFAM:PF22544.2
contig_1	1330785	1331060	-	EPJJIE_002922	10.0	5.7		
contig_1	1331096	1331251	-	EPJJIE_002923	5.8	4.7		
contig_1	1331239	1331583	-	EPJJIE_002924	13.0	10.5	PF22544.2|HYDIN_VesB_CFA65-like_Ig	PFAM:PF22544.2
contig_1	1331998	1332381	-	EPJJIE_002925	14.2	9.3	PF17973.7|bMG10	PFAM:PF17973.7
contig_1	1332424	1332813	-	EPJJIE_002926	14.5	4.5		
contig_1	1332951	1333127	-	EPJJIE_002927	6.7	6.9		
contig_1	1333249	1333401	-	EPJJIE_002928	5.7	4.9		
contig_1	1333405	1334160	-	EPJJIE_002929	28.1	9.3		
contig_1	1334247	1335182	-	EPJJIE_002930	35.7	7.0		
contig_1	1335472	1335777	-	EPJJIE_002931	11.6	7.9		
contig_1	1335774	1336061	-	EPJJIE_002932	10.7	6.0	PF01835.25|MG2	PFAM:PF01835.25
contig_1	1336138	1336371	-	EPJJIE_002933	8.4	9.2		
contig_1	1336641	1337264	-	EPJJIE_002934	23.4	5.2		
contig_1	1337228	1337629	-	EPJJIE_002935	15.8	9.6		
contig_1	1337855	1338199	+	EPJJIE_002936	13.0	5.7		
contig_1	1339061	1339852	+	EPJJIE_002937	28.7	6.9	PF07715.20|Plug, PF13715.12|CarbopepD_reg_2	PFAM:PF07715.20, PFAM:PF13715.12
contig_1	1339849	1340145	+	EPJJIE_002938	11.3	9.6		
contig_1	1340284	1340961	+	EPJJIE_002939	25.7	9.2	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1340924	1341334	+	EPJJIE_002940	15.9	8.6		
contig_1	1341347	1341598	+	EPJJIE_002941	9.2	4.5		
contig_1	1341819	1341935	+	EPJJIE_002942	4.8	4.2		
contig_1	1341960	1342274	+	EPJJIE_002943	11.9	9.3		
contig_1	1342219	1342521	+	EPJJIE_002944	11.7	6.7		
contig_1	1342518	1342763	+	EPJJIE_002945	9.6	8.4		
contig_1	1342854	1343384	+	EPJJIE_002946	19.8	5.5		
contig_1	1343384	1343518	+	EPJJIE_002947	5.0	4.6		
contig_1	1343503	1343844	+	EPJJIE_002948	13.2	9.3		
contig_1	1343932	1344264	-	EPJJIE_002949	12.9	10.0		
contig_1	1344840	1345025	-	EPJJIE_002950	6.6	6.0		
contig_1	1345022	1345300	-	EPJJIE_002951	9.9	7.7		
contig_1	1345245	1345823	-	EPJJIE_002952	21.2	4.5	PF07687.19|M20_dimer	PFAM:PF07687.19
contig_1	1345820	1346107	-	EPJJIE_002953	10.4	4.7		
contig_1	1346805	1347314	-	EPJJIE_002954	19.2	9.4		
contig_1	1347621	1347737	+	EPJJIE_002955	4.2	4.8		
contig_1	1347740	1347928	+	EPJJIE_002956	7.2	4.2		
contig_1	1347918	1348418	+	EPJJIE_002957	18.9	9.3	PF00398.26|RrnaAD	PFAM:PF00398.26
contig_1	1348576	1348914	+	EPJJIE_002958	12.9	4.1	PF03448.22|MgtE_N	PFAM:PF03448.22
contig_1	1348917	1349033	+	EPJJIE_002959	4.7	4.5		
contig_1	1349030	1349557	+	EPJJIE_002960	18.8	4.6	PF00571.33|CBS	PFAM:PF00571.33
contig_1	1349502	1349810	+	EPJJIE_002961	11.1	9.1		
contig_1	1349929	1350078	+	EPJJIE_002962	6.0	10.4		
contig_1	1350093	1350245	+	EPJJIE_002963	6.0	9.8		
contig_1	1350187	1350474	+	EPJJIE_002964	10.8	5.1	PF03993.17|DUF349	PFAM:PF03993.17
contig_1	1350722	1351096	+	EPJJIE_002965	14.9	9.3	PF03993.17|DUF349	PFAM:PF03993.17
contig_1	1351059	1351196	+	EPJJIE_002966	5.3	7.8	PF03993.17|DUF349	PFAM:PF03993.17
contig_1	1351396	1351692	+	EPJJIE_002967	11.5	9.5		
contig_1	1351689	1351787	+	EPJJIE_002968	3.8	5.3		
contig_1	1352228	1352521	-	EPJJIE_002970	11.3	9.0		
contig_1	1352553	1352666	+	EPJJIE_002971	4.4	4.4		
contig_1	1352676	1353557	+	EPJJIE_002972	32.5	9.2	PF00004.35|AAA	PFAM:PF00004.35
contig_1	1353582	1353899	+	EPJJIE_002973	11.9	4.9	PF00004.35|AAA	PFAM:PF00004.35
contig_1	1354903	1355127	+	EPJJIE_002975	8.5	5.2		
contig_1	1355075	1355575	+	EPJJIE_002976	18.1	5.6		
contig_1	1356499	1356792	-	EPJJIE_002978	11.3	10.0		
contig_1	1356768	1357142	-	EPJJIE_002979	13.9	5.3		
contig_1	1357239	1357634	-	EPJJIE_002980	15.1	9.1		
contig_1	1357631	1357936	-	EPJJIE_002981	11.7	4.8		
contig_1	1357942	1358205	-	EPJJIE_002982	9.2	5.0	PF01975.23|SurE	PFAM:PF01975.23
contig_1	1358186	1358398	-	EPJJIE_002983	7.6	8.6	PF01975.23|SurE	PFAM:PF01975.23
contig_1	1358730	1358921	+	EPJJIE_002984	7.6	9.6		
contig_1	1358927	1359232	+	EPJJIE_002985	10.8	5.2	PF00142.24|Fer4_NifH, PF01656.29|CbiA, PF02374.21|ArsA_ATPase, PF06564.18|CBP_BcsQ, PF09140.17|MipZ, PF13614.12|AAA_31	PFAM:PF00142.24, PFAM:PF01656.29, PFAM:PF02374.21, PFAM:PF06564.18, PFAM:PF09140.17, PFAM:PF13614.12
contig_1	1359299	1359655	+	EPJJIE_002986	13.5	8.9	PF01656.29|CbiA, PF13614.12|AAA_31	PFAM:PF01656.29, PFAM:PF13614.12
contig_1	1359684	1359833	+	EPJJIE_002987	5.3	6.1		
contig_1	1359853	1360437	+	EPJJIE_002988	22.0	7.7	PF17762.7|HTH_ParB	PFAM:PF17762.7
contig_1	1360636	1360944	-	EPJJIE_002989	10.9	11.8		
contig_1	1360957	1361319	+	EPJJIE_002990	14.0	9.4		
contig_1	1361492	1361668	+	EPJJIE_002991	6.6	6.1		
contig_1	1361701	1362195	+	EPJJIE_002992	18.7	5.4	PF01464.25|SLT	PFAM:PF01464.25
contig_1	1362192	1362560	+	EPJJIE_002993	14.1	7.7		
contig_1	1362842	1363114	+	EPJJIE_002994	10.3	9.4		
contig_1	1363263	1364153	+	EPJJIE_002995	34.6	5.4		
contig_1	1364192	1364368	+	EPJJIE_002996	6.7	10.7		
contig_1	1364365	1364886	+	EPJJIE_002997	20.6	9.2		
contig_1	1364957	1365088	+	EPJJIE_002998	4.9	5.6	PF13291.12|ACT_4	PFAM:PF13291.12
contig_1	1365132	1365290	-	EPJJIE_002999	6.2	10.2		
contig_1	1365287	1365436	-	EPJJIE_003000	6.0	9.9		
contig_1	1365375	1365500	-	EPJJIE_003001	4.7	4.4		
contig_1	1365514	1365687	-	EPJJIE_003002	6.3	6.0	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_1	1365689	1365991	-	EPJJIE_003003	11.0	9.5	PF01551.29|Peptidase_M23	PFAM:PF01551.29
contig_1	1365985	1366374	-	EPJJIE_003004	15.0	8.6		
contig_1	1366590	1366799	+	EPJJIE_003005	7.8	8.1		
contig_1	1366918	1367187	+	EPJJIE_003006	10.1	4.9		
contig_1	1367184	1367807	+	EPJJIE_003007	24.1	10.2		
contig_1	1367955	1368629	+	EPJJIE_003008	25.3	5.5		
contig_1	1368703	1368837	+	EPJJIE_003009	5.0	8.1		
contig_1	1368877	1369185	+	EPJJIE_003010	10.8	9.3	PF02272.25|DHHA1	PFAM:PF02272.25
contig_1	1369755	1370222	-	EPJJIE_003011	18.1	5.8		
contig_1	1370541	1370891	+	EPJJIE_003012	12.3	6.0		
contig_1	1370980	1371456	+	EPJJIE_003013	17.7	7.9		
contig_1	1371407	1371658	+	EPJJIE_003014	8.6	7.7		
contig_1	1372321	1372680	+	EPJJIE_003015	13.2	5.2	PF17678.7|Glyco_hydro_92N	PFAM:PF17678.7
contig_1	1372677	1373051	+	EPJJIE_003016	13.8	5.1	PF17678.7|Glyco_hydro_92N	PFAM:PF17678.7
contig_1	1373192	1373527	+	EPJJIE_003017	12.8	8.6	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1373512	1374369	+	EPJJIE_003018	32.5	5.9	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1374386	1374823	+	EPJJIE_003019	17.5	5.3	PF04542.20|Sigma70_r2	PFAM:PF04542.20
contig_1	1374998	1375231	+	EPJJIE_003020	8.9	6.1		
contig_1	1375260	1375535	+	EPJJIE_003021	10.0	4.9		
contig_1	1375548	1375706	+	EPJJIE_003022	5.8	6.6		
contig_1	1375726	1375836	+	EPJJIE_003023	4.3	4.9		
contig_1	1375833	1375997	+	EPJJIE_003024	6.1	9.4	PF16344.10|FecR_C	PFAM:PF16344.10
contig_1	1376188	1376805	+	EPJJIE_003025	23.2	5.7	PF17678.7|Glyco_hydro_92N	PFAM:PF17678.7
contig_1	1376850	1377248	+	EPJJIE_003026	15.3	5.5	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1377212	1378168	+	EPJJIE_003027	35.6	6.1	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1378182	1378289	+	EPJJIE_003028	4.0	4.7		
contig_1	1378643	1378927	+	EPJJIE_003029	10.3	8.5	PF17678.7|Glyco_hydro_92N	PFAM:PF17678.7
contig_1	1378943	1379374	+	EPJJIE_003030	15.9	9.2	PF17678.7|Glyco_hydro_92N	PFAM:PF17678.7
contig_1	1379482	1379895	+	EPJJIE_003031	15.7	5.1	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1379914	1380114	+	EPJJIE_003032	7.6	6.5	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1380111	1380353	+	EPJJIE_003033	9.4	9.6	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1380313	1380639	+	EPJJIE_003034	12.5	4.8	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1380695	1380898	+	EPJJIE_003035	7.6	6.6	PF07971.18|Glyco_hydro_92	PFAM:PF07971.18
contig_1	1381282	1381494	+	EPJJIE_003036	7.9	8.1		
contig_1	1381798	1382547	+	EPJJIE_003037	27.1	8.9	PF07715.20|Plug	PFAM:PF07715.20
contig_1	1382580	1382795	+	EPJJIE_003038	8.0	9.8		
contig_1	1382817	1383584	+	EPJJIE_003039	29.5	5.9	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1383608	1384363	+	EPJJIE_003040	28.8	8.6	PF00593.30|TonB_dep_Rec_b-barrel	PFAM:PF00593.30
contig_1	1384485	1384634	+	EPJJIE_003041	5.4	6.5		
contig_1	1384656	1384775	+	EPJJIE_003042	4.6	9.2		
contig_1	1385010	1385234	+	EPJJIE_003043	9.1	8.7		
contig_1	1385240	1386223	+	EPJJIE_003044	37.4	5.3	PF12741.13|SusD-like, PF12771.13|SusD-like_2	PFAM:PF12741.13, PFAM:PF12771.13
contig_1	1386485	1386709	-	EPJJIE_003045	8.8	6.7	PF13538.12|UvrD_C_2	PFAM:PF13538.12
contig_1	1386706	1387125	-	EPJJIE_003046	16.6	5.5		
contig_1	1387091	1387522	-	EPJJIE_003047	15.6	4.6		
contig_1	1387590	1387784	-	EPJJIE_003048	7.0	10.0	PF10412.15|TrwB_AAD_bind	PFAM:PF10412.15
contig_1	1387730	1387909	-	EPJJIE_003049	7.0	4.3		
contig_1	1388009	1388143	+	EPJJIE_003050	4.8	7.8		
contig_1	1388140	1388343	+	EPJJIE_003051	7.8	9.2		
contig_1	1388375	1388815	+	EPJJIE_003052	16.4	5.1		
contig_1	1389208	1389405	+	EPJJIE_003053	7.9	5.2		
contig_1	1389405	1389494	+	EPJJIE_003054	3.4	4.9		
contig_1	1389485	1389946	+	EPJJIE_003055	17.5	5.7		
contig_1	1390109	1390273	-	EPJJIE_003056	6.3	4.7	PF13091.12|PLDc_2	PFAM:PF13091.12
contig_1	1390273	1390656	-	EPJJIE_003057	14.3	7.7	PF13091.12|PLDc_2	PFAM:PF13091.12
contig_1	1390635	1391033	-	EPJJIE_003058	15.6	7.8	PF13091.12|PLDc_2	PFAM:PF13091.12
contig_1	1390976	1391218	-	EPJJIE_003059	9.5	7.7		
contig_1	1391187	1391345	-	EPJJIE_003060	5.7	9.1		
contig_1	1391312	1391473	-	EPJJIE_003061	6.0	5.8		
contig_1	1391627	1392166	-	EPJJIE_003062	20.2	9.9		
contig_1	1392166	1392474	-	EPJJIE_003063	11.8	9.4		
contig_1	1392423	1392911	-	EPJJIE_003064	18.7	9.9		
contig_1	1393050	1394231	-	EPJJIE_003065	43.2	5.3		
contig_1	1394257	1394541	-	EPJJIE_003066	10.3	9.2		
contig_1	1394630	1394836	-	EPJJIE_003067	7.8	10.3		
contig_1	1394778	1394939	-	EPJJIE_003068	6.1	9.1		
contig_1	1394914	1395045	-	EPJJIE_003069	4.8	8.8		
contig_1	1395162	1395455	+	EPJJIE_003070	11.1	5.7		
contig_1	1395394	1395591	+	EPJJIE_003071	6.7	10.3	PF01761.26|DHQ_synthase	PFAM:PF01761.26
contig_1	1395681	1396223	+	EPJJIE_003072	20.7	7.8	PF24621.2|DHQS_C	PFAM:PF24621.2
contig_1	1397050	1397394	+	EPJJIE_003074	13.2	8.9	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
contig_1	1397382	1397837	+	EPJJIE_003075	17.9	9.3	PF01757.29|Acyl_transf_3	PFAM:PF01757.29
contig_1	1397960	1398223	-	EPJJIE_003076	9.6	6.9		
contig_1	1398345	1398788	-	EPJJIE_003077	16.5	10.5		
contig_1	1398781	1399278	-	EPJJIE_003078	19.3	7.7		
contig_1	1399266	1399469	-	EPJJIE_003079	7.9	9.0		
contig_1	1399411	1399926	-	EPJJIE_003080	19.3	8.5		
contig_1	1399930	1400403	-	EPJJIE_003081	17.1	4.8	PF16576.10|HlyD_D23	PFAM:PF16576.10
contig_1	1400379	1400915	-	EPJJIE_003082	20.7	9.8	PF13533.12|Biotin_lipoyl_2	PFAM:PF13533.12
contig_1	1402082	1402297	-	EPJJIE_003084	7.9	7.7		
contig_1	1402485	1402685	+	EPJJIE_003085	7.6	11.1		
contig_1	1402626	1403270	-	EPJJIE_003086	23.8	8.9		
contig_1	1403243	1403656	-	EPJJIE_003087	15.8	8.7		
contig_1	1403608	1404279	-	EPJJIE_003088	26.1	9.0	PF00728.28|Glyco_hydro_20, PF02838.20|Glyco_hydro_20b	PFAM:PF00728.28, PFAM:PF02838.20
contig_1	1404272	1404586	-	EPJJIE_003089	11.2	8.4	PF02838.20|Glyco_hydro_20b	PFAM:PF02838.20
contig_1	1404863	1405066	-	EPJJIE_003090	7.5	8.9	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_1	1405029	1405190	-	EPJJIE_003091	6.2	9.1	PF02518.31|HATPase_c	PFAM:PF02518.31
contig_1	1405187	1405489	-	EPJJIE_003092	11.1	4.1	PF00512.31|HisKA	PFAM:PF00512.31
contig_1	1405440	1405694	-	EPJJIE_003093	9.5	6.3		
contig_1	1405657	1406007	-	EPJJIE_003094	13.8	9.3		
contig_1	1406047	1406370	-	EPJJIE_003095	12.6	9.4	PF12833.13|HTH_18	PFAM:PF12833.13
contig_1	1406331	1406885	-	EPJJIE_003096	21.7	9.0		
contig_1	1407322	1407621	+	EPJJIE_003097	11.0	6.3		
contig_1	1407688	1407981	+	EPJJIE_003098	11.1	5.0		
contig_1	1408089	1408457	+	EPJJIE_003099	14.0	5.1		
contig_1	1408556	1408708	-	EPJJIE_003100	5.3	7.7		
contig_1	1408710	1409654	-	EPJJIE_003101	35.8	8.8	PF02929.23|Bgal_small_N	PFAM:PF02929.23
contig_1	1409687	1409878	-	EPJJIE_003102	7.2	5.7	PF16353.11|LacZ_4	PFAM:PF16353.11
contig_1	1409936	1411054	-	EPJJIE_003103	42.2	5.7	PF00703.27|Glyco_hydro_2, PF02836.23|Glyco_hydro_2_C	PFAM:PF00703.27, PFAM:PF02836.23
contig_1	1411352	1412104	-	EPJJIE_003104	28.8	6.9	PF14200.12|RicinB_lectin_2	PFAM:PF14200.12
contig_1	1412067	1412492	-	EPJJIE_003105	16.2	9.7		
contig_1	1412467	1413132	-	EPJJIE_003106	24.8	7.0	PF01120.23|Alpha_L_fucos	PFAM:PF01120.23
contig_1	1413216	1413734	+	EPJJIE_003107	18.8	6.2		
contig_1	1413850	1414035	-	EPJJIE_003108	6.7	5.0		
contig_1	1414032	1414262	-	EPJJIE_003109	8.7	10.0		
